RESPID;interview_end;gender;age;age_coded;DK_region;Agenda;b1 - Hvilket problem mener du er det vigtigste, som Danmark står overfor lige nu?;b2a - Hvilken regering er bedst til at sikre en fornuftig flygtninge/indvandrerpolitik?;b2b - Hvilken regering er bedst til at varetage økonomien, eksempelvis vækst og arbejdspladser?;b2c - Hvilken regering er bedst til at levere velfærden, eksempelvis sundhed, uddannelse og ældrepleje?;bg5 - Hvilket parti stemte du på, ved Folketingsvalget den 15. september 2011?;bg6 - Hvilket parti ville du stemme på, hvis der var Folketingsvalg i morgen?;bg7 - Hvilket parti hælder du mest til at stemme på?;bg8 - Hvad er din højest afsluttede uddannelse?;bg9 - Hvor mange børn under 18 år er der din husstand?;bg10 - Hvad er husstandens samlede årlige bruttoindkomst?;PI_idag_prob - Stemme i morgen (bg6+bg7);Weight
2966;20150316;Kvinde;18;18-29 år;Hovedstaden;.;Ved ikke;Socialdemokratisk ledet regering;Ved ikke;Ved ikke;Havde ikke stemmeret;Ved ikke;Ved ikke;Grundskole;Ingen;Ved ikke;;2,6303935448
2971;20150315;Kvinde;66;60-69 år;Midtjylland;900;Flygtningenestrømmen Terretruslen;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(A) Socialdemokraterne;;Erhvervsfaglig, EFG, HTX eller lignende;Ingen;300.000-399.999 kr.;Socialdemokraterne;0,6328764133
2972;20150315;Kvinde;53;50-59 år;Syddanmark;900;indvandrer fra Syrien;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(O) Dansk Folkeparti;(O) Dansk Folkeparti;;Erhvervsfaglig, EFG, HTX eller lignende;Ingen;Vil ikke oplyse;Dansk Folkeparti;0,9225612670
2976;20150315;Kvinde;65;60-69 år;Syddanmark;900;Indvandring;Ved ikke;Ved ikke;Ved ikke;Husker ikke;Ved ikke;Ved ikke;Erhvervsfaglig, EFG, HTX eller lignende;Ingen;200.000-299.999 kr.;;0,5692252336
2977;20150316;Kvinde;68;60-69 år;Midtjylland;.;ved ikke;Ved ikke;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(A) Socialdemokraterne;;Grundskole;Ingen;Vil ikke oplyse;Socialdemokraterne;0,8071654561
2979;20150315;Mand;32;30-39 år;Midtjylland;507;at det ikke kan svare sig at arbejde med det høje skatte- og afgiftssystem.;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(V) Venstre;(I) Liberal Alliance;;Mellemlang videregående 3-4 år;2 børn;800.000-899.999 kr.;Liberal Alliance (tidligere Ny Alliance);0,8752574270
2981;20150315;Kvinde;39;30-39 år;Sjælland;1404;ejendomsmarkedet, at man ikke kan godkendes som kreditværdig hvis man ønsker at bosætte sig på landet;Venstre ledet regering;Venstre ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;Ved ikke;(A) Socialdemokraterne;Mellemlang videregående 3-4 år;2 børn;700.000-799.999 kr.;Socialdemokraterne;0,9522724989
2982;20150315;Mand;68;60-69 år;Syddanmark;900;de såkaldte flygtninge;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(V) Venstre;(V) Venstre;;Erhvervsfaglig, EFG, HTX eller lignende;Ingen;Vil ikke oplyse;Venstre;0,6709455514
2984;20150315;Kvinde;73;70++ år;Midtjylland;900;at aktivere udlændinge;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(V) Venstre;(V) Venstre;;Gymnasie, HF eller lignende;Ingen;100.000-199.999 kr.;Venstre;1,2563628617
2992;20150315;Mand;55;50-59 år;Syddanmark;507;At der er så mange der er faldet ud af dagpenge systemet, og er uden forsørgelse;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(A) Socialdemokraterne;;Kort videregående 1-2 år;Ingen;600.000-699.999 kr.;Socialdemokraterne;0,3307462974
2993;20150315;Kvinde;28;18-29 år;Hovedstaden;1227;Terror;Ved ikke;Ved ikke;Ved ikke;Stemte blankt;Ved ikke;Ved ikke;Kort videregående 1-2 år;Ingen;Vil ikke oplyse;;0,7922147649
3003;20150315;Mand;61;60-69 år;Midtjylland;1300;Velfærden er truet;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(F) Socialistisk Folkeparti - SF;(F) Socialistisk Folkeparti - SF;;Kort videregående 1-2 år;Ingen;700.000-799.999 kr.;Socialistisk Folkeparti - SF;0,3307462974
3005;20150315;Kvinde;56;50-59 år;Hovedstaden;900;Håndteringen af utilpassede unge med anden etnisk baggrund;Ved ikke;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(A) Socialdemokraterne;;Kort videregående 1-2 år;Ingen;700.000-799.999 kr.;Socialdemokraterne;0,5070893448
3007;20150315;Kvinde;40;40-49 år;Hovedstaden;900;Indvandre;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(V) Venstre;(V) Venstre;;Mellemlang videregående 3-4 år;Ingen;700.000-799.999 kr.;Venstre;0,9057016020
3008;20150316;Kvinde;49;40-49 år;Nordjylland;300;sundhedsvæsnet;Ved ikke;Ved ikke;Ved ikke;(O) Dansk Folkeparti;Ved ikke;(O) Dansk Folkeparti;Erhvervsfaglig, EFG, HTX eller lignende;Ingen;200.000-299.999 kr.;Dansk Folkeparti;0,9826647006
3010;20150315;Kvinde;57;50-59 år;Sjælland;1227;terror;Venstre ledet regering;Venstre ledet regering;Socialdemokratisk ledet regering;(O) Dansk Folkeparti;(O) Dansk Folkeparti;;Gymnasie, HF eller lignende;2 børn;800.000-899.999 kr.;Dansk Folkeparti;1,0251739726
3011;20150315;Mand;39;30-39 år;Syddanmark;900;for mange indvandre der ikke har nogen lyst til at være en del af danmark;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(O) Dansk Folkeparti;(O) Dansk Folkeparti;;Gymnasie, HF eller lignende;2 børn;600.000-699.999 kr.;Dansk Folkeparti;0,8342784404
3012;20150315;Mand;52;50-59 år;Hovedstaden;100;Stabil vækst i erhvervslivet;Venstre ledet regering;Venstre ledet regering;Socialdemokratisk ledet regering;(I) Liberal Alliance;(C) Konservative Folkeparti;;Kort videregående 1-2 år;Ingen;800.000-899.999 kr.;Konservative Folkeparti;0,6462158123
3021;20150315;Mand;61;60-69 år;Sjælland;507;dagpenge;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(A) Socialdemokraterne;;Grundskole;Ingen;400.000-499.999 kr.;Socialdemokraterne;0,8349273303
3031;20150316;Kvinde;74;70++ år;Nordjylland;1302;"Den voksende ulighed og dermed følgende mange mennesker der ikke ""kan bruges""!";Ved ikke;Ved ikke;Ved ikke;(Ø) Enhedslisten;(Ø) Enhedslisten;;Lang videregående 5 år;Ingen;200.000-299.999 kr.;Enhedslisten;0,5438560435
3036;20150316;Kvinde;58;50-59 år;Hovedstaden;.;Ved ikke;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Ved ikke;(A) Socialdemokraterne;(A) Socialdemokraterne;;Grundskole;Ingen;300.000-399.999 kr.;Socialdemokraterne;1,6836927046
3042;20150315;Kvinde;63;60-69 år;Hovedstaden;1227;terror;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(F) Socialistisk Folkeparti - SF;(F) Socialistisk Folkeparti - SF;;Kort videregående 1-2 år;Ingen;400.000-499.999 kr.;Socialistisk Folkeparti - SF;0,4405408619
3044;20150316;Mand;20;18-29 år;Syddanmark;100;Økonomi og kulturforskelle;Venstre ledet regering;Venstre ledet regering;Socialdemokratisk ledet regering;(V) Venstre;(V) Venstre;;Erhvervsfaglig, EFG, HTX eller lignende;1 barn;500.000-599.999 kr.;Venstre;1,8375104150
3048;20150315;Mand;44;40-49 år;Hovedstaden;207;religiøs fanatisme;Ved ikke;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(Ø) Enhedslisten;Ved ikke;(A) Socialdemokraterne;Mellemlang videregående 3-4 år;Ingen;100.000-199.999 kr.;Socialdemokraterne;0,5342130822
3051;20150315;Mand;69;60-69 år;Hovedstaden;900;Flygtninge og Islamister og en udulig regering;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(O) Dansk Folkeparti;(O) Dansk Folkeparti;;Grundskole;Ingen;200.000-299.999 kr.;Dansk Folkeparti;0,7460877918
3056;20150315;Kvinde;66;60-69 år;Syddanmark;900;Flygtninge;Ved ikke;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Husker ikke;Vil ikke svare;;Anden uddannelse;Ingen;Vil ikke oplyse;;0,7607038227
3060;20150316;Mand;49;40-49 år;Sjælland;2400;medmenneskelighed!!!;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;Ved ikke;(A) Socialdemokraterne;Mellemlang videregående 3-4 år;2 børn;800.000-899.999 kr.;Socialdemokraterne;0,5527131326
3061;20150317;Kvinde;31;30-39 år;Midtjylland;103;arbejdsløshed;Ved ikke;Venstre ledet regering;Ved ikke;Vil ikke svare;Ved ikke;Ved ikke;Erhvervsfaglig, EFG, HTX eller lignende;Ingen;Vil ikke oplyse;;1,4485386699
3077;20150315;Kvinde;59;50-59 år;Syddanmark;300;At sundhedsvæsnet ikke fungerer optimalt. Der er for lidt hænder og dem der arbejder der bliver slidte.;Ved ikke;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;Ved ikke;(A) Socialdemokraterne;Mellemlang videregående 3-4 år;Ingen;300.000-399.999 kr.;Socialdemokraterne;0,5168016039
3086;20150315;Mand;26;18-29 år;Hovedstaden;507;At der ikke står så mange mennesker uden nogen form for forsørgelse.;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(Ø) Enhedslisten;(Ø) Enhedslisten;;Grundskole;Ingen;100.000-199.999 kr.;Enhedslisten;2,2894216042
3087;20150315;Mand;56;50-59 år;Sjælland;900;Flygtninge problemet/håndtering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(A) Socialdemokraterne;;Erhvervsfaglig, EFG, HTX eller lignende;Ingen;400.000-499.999 kr.;Socialdemokraterne;1,1301908920
3094;20150316;Kvinde;65;60-69 år;Hovedstaden;900;At få etableret nogle realistiske og reelle regler for integration af ikke etniske danskere, især fra lande, hvor kandidaterne stiller særlige krav og ikke er indstillet på at indpasse sig under modtagerlandets regler.;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(V) Venstre;(V) Venstre;;Mellemlang videregående 3-4 år;Ingen;Vil ikke oplyse;Venstre;0,5555786543
3104;20150315;Kvinde;57;50-59 år;Syddanmark;1227;Terror;Venstre ledet regering;Venstre ledet regering;Ved ikke;(O) Dansk Folkeparti;(O) Dansk Folkeparti;;Kort videregående 1-2 år;Ingen;300.000-399.999 kr.;Dansk Folkeparti;0,3543730803
3109;20150316;Kvinde;27;18-29 år;Hovedstaden;103;arbejdsløshed blandt nyuddannede;Socialdemokratisk ledet regering;Venstre ledet regering;Venstre ledet regering;(C) Konservative Folkeparti;(B) Radikale Venstre;;Lang videregående 5 år;Ingen;400.000-499.999 kr.;Radikale Venstre;2,0195035159
3135;20150315;Mand;19;18-29 år;Hovedstaden;900;indvandring;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;Havde ikke stemmeret;Vil ikke stemme;(I) Liberal Alliance;Grundskole;Ingen;100.000-199.999 kr.;Liberal Alliance (tidligere Ny Alliance);3,0067845221
3147;20150315;Mand;66;60-69 år;Nordjylland;100;økonomi;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(A) Socialdemokraterne;;Grundskole;Ingen;100.000-199.999 kr.;Socialdemokraterne;0,6880673531
3151;20150316;Kvinde;31;30-39 år;Syddanmark;1806;Ikke konkurrencedygtige på det globale marked mht. lønninger og effektivitet;Venstre ledet regering;Venstre ledet regering;Ved ikke;(V) Venstre;(V) Venstre;;Lang videregående 5 år;2 børn;700.000-799.999 kr.;Venstre;0,8705648341
3168;20150315;Mand;33;30-39 år;Hovedstaden;900;integration;Venstre ledet regering;Venstre ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(O) Dansk Folkeparti;;Erhvervsfaglig, EFG, HTX eller lignende;2 børn;500.000-599.999 kr.;Dansk Folkeparti;1,3595474530
3171;20150316;Mand;18;18-29 år;Syddanmark;700;Miljøet;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Havde ikke stemmeret;(A) Socialdemokraterne;;Grundskole;Ingen;600.000-699.999 kr.;Socialdemokraterne;1,6705341369
3174;20150315;Kvinde;29;18-29 år;Hovedstaden;201;Muslimer;Venstre ledet regering;Ved ikke;Venstre ledet regering;(O) Dansk Folkeparti;(O) Dansk Folkeparti;;Mellemlang videregående 3-4 år;2 børn;700.000-799.999 kr.;Dansk Folkeparti;1,0027584200
3181;20150315;Kvinde;37;30-39 år;Nordjylland;1600;At vi blander os i krige som ikke kommer os ved og for mange invandrer Berger landet.;Venstre ledet regering;Ved ikke;Socialdemokratisk ledet regering;Stemte ikke;(O) Dansk Folkeparti;;Erhvervsfaglig, EFG, HTX eller lignende;1 barn;Vil ikke oplyse;Dansk Folkeparti;1,4009223925
3185;20150317;Mand;30;30-39 år;Hovedstaden;.;fd;Venstre ledet regering;Socialdemokratisk ledet regering;Venstre ledet regering;(O) Dansk Folkeparti;(A) Socialdemokraterne;;Kort videregående 1-2 år;1 barn;400.000-499.999 kr.;Socialdemokraterne;0,5648505740
3208;20150316;Kvinde;56;50-59 år;Hovedstaden;1227;Terror;Venstre ledet regering;Venstre ledet regering;Ved ikke;(O) Dansk Folkeparti;(O) Dansk Folkeparti;;Grundskole;Ingen;Vil ikke oplyse;Dansk Folkeparti;1,5566434015
3210;20150315;Kvinde;74;70++ år;Hovedstaden;.;ved ikke;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(A) Socialdemokraterne;;Grundskole;Ingen;200.000-299.999 kr.;Socialdemokraterne;1,6999142330
3215;20150315;Mand;70;70++ år;Syddanmark;900;At folketinget finder ud af en stor fælles holdning til flygtninge politikken og får det løst;Venstre ledet regering;Venstre ledet regering;Ved ikke;(O) Dansk Folkeparti;(O) Dansk Folkeparti;;Mellemlang videregående 3-4 år;Ingen;400.000-499.999 kr.;Dansk Folkeparti;0,3991744950
3216;20150316;Kvinde;58;50-59 år;Sjælland;1399;Der er ikke personale nok til at passe før skole børn;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(A) Socialdemokraterne;;Mellemlang videregående 3-4 år;Ingen;400.000-499.999 kr.;Socialdemokraterne;0,7073920467
3217;20150315;Mand;64;60-69 år;Midtjylland;1619;krigen i irak;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(O) Dansk Folkeparti;(O) Dansk Folkeparti;;Grundskole;Ingen;300.000-399.999 kr.;Dansk Folkeparti;0,6174995409
3218;20150315;Kvinde;23;18-29 år;Midtjylland;1806;international konkurrence i virksomheder;Venstre ledet regering;Venstre ledet regering;Socialdemokratisk ledet regering;(C) Konservative Folkeparti;(B) Radikale Venstre;;Gymnasie, HF eller lignende;Ingen;100.000-199.999 kr.;Radikale Venstre;2,9372815057
3221;20150315;Kvinde;64;60-69 år;Syddanmark;1227;Terror;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(A) Socialdemokraterne;;Vil ikke svare;Ingen;300.000-399.999 kr.;Socialdemokraterne;0,5828464235
3226;20150316;Mand;27;18-29 år;Hovedstaden;100;Finanskrisen;Ved ikke;Ved ikke;Socialdemokratisk ledet regering;Stemte blankt;Stemme blankt;Ved ikke;Lang videregående 5 år;Ingen;200.000-299.999 kr.;;0,6801744587
3244;20150315;Kvinde;41;40-49 år;Midtjylland;1399;børn, ældre;Ved ikke;Ved ikke;Ved ikke;(V) Venstre;Ved ikke;Ved ikke;Gymnasie, HF eller lignende;2 børn;700.000-799.999 kr.;;0,8248749148
3247;20150315;Mand;44;40-49 år;Midtjylland;110;Høje lønninger Krisen i landbruget Er for langt foran på miljøområdet i forhold til de lande vi konkurere imod;Venstre ledet regering;Venstre ledet regering;Ved ikke;(V) Venstre;(V) Venstre;;Anden uddannelse;1 barn;600.000-699.999 kr.;Venstre;1,0689488844
3248;20150315;Kvinde;28;18-29 år;Nordjylland;.;ved ikke;Ved ikke;Ved ikke;Ved ikke;Husker ikke;Ved ikke;Ved ikke;Grundskole;Ingen;Ved ikke;;2,2427863679
3250;20150315;Mand;38;30-39 år;Hovedstaden;300;Hele sundhedssystemet. Vilje, penge og danskernes forventninger trænger til af blive justeret.;Socialdemokratisk ledet regering;Venstre ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(A) Socialdemokraterne;;Grundskole;2 børn;300.000-399.999 kr.;Socialdemokraterne;1,8754774584
3258;20150316;Mand;45;40-49 år;Hovedstaden;300;Sundhed;Socialdemokratisk ledet regering;Ved ikke;Socialdemokratisk ledet regering;Husker ikke;Ved ikke;(A) Socialdemokraterne;Erhvervsfaglig, EFG, HTX eller lignende;4 børn ++;600.000-699.999 kr.;Socialdemokraterne;1,0314755278
3261;20150316;Kvinde;38;30-39 år;Syddanmark;1399;de ældre og syge og svage;Venstre ledet regering;Ved ikke;Ved ikke;(O) Dansk Folkeparti;(O) Dansk Folkeparti;;Grundskole;Ingen;100.000-199.999 kr.;Dansk Folkeparti;1,5839437287
3272;20150316;Mand;48;40-49 år;Midtjylland;103;At få flere i arbejde;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(F) Socialistisk Folkeparti - SF;Alternativet;;Mellemlang videregående 3-4 år;3 børn;800.000-899.999 kr.;Alternativet;0,5393501364
3274;20150316;Kvinde;46;40-49 år;Hovedstaden;300;nedskæringer i hospialsvæsenet;Socialdemokratisk ledet regering;Venstre ledet regering;Socialdemokratisk ledet regering;(B) Radikale Venstre;(B) Radikale Venstre;;Lang videregående 5 år;Ingen;1.000.000 kr. eller derover;Radikale Venstre;1,2021034390
3280;20150316;Kvinde;48;40-49 år;Hovedstaden;1300;Nedskæring i det offentlige;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(A) Socialdemokraterne;;Kort videregående 1-2 år;1 barn;500.000-599.999 kr.;Socialdemokraterne;0,4788254204
3288;20150316;Kvinde;37;30-39 år;Hovedstaden;900;Udlændinge.;Venstre ledet regering;Venstre ledet regering;Ved ikke;(O) Dansk Folkeparti;(O) Dansk Folkeparti;;Erhvervsfaglig, EFG, HTX eller lignende;2 børn;Vil ikke oplyse;Dansk Folkeparti;1,6430349968
3297;20150316;Mand;37;30-39 år;Midtjylland;100;ØKONOMIEN;Venstre ledet regering;Ved ikke;Socialdemokratisk ledet regering;(V) Venstre;(V) Venstre;;Erhvervsfaglig, EFG, HTX eller lignende;2 børn;300.000-399.999 kr.;Venstre;1,7073918188
3299;20150316;Mand;39;30-39 år;Midtjylland;1227;Terror;Venstre ledet regering;Ved ikke;Socialdemokratisk ledet regering;(A) Socialdemokraterne;Ved ikke;Ved ikke;Erhvervsfaglig, EFG, HTX eller lignende;2 børn;600.000-699.999 kr.;;1,1986093986
3302;20150316;Mand;39;30-39 år;Midtjylland;1302;Det bedre kan betale sig at være på kontanthjælpe, end få sig et job.;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(V) Venstre;(V) Venstre;;Erhvervsfaglig, EFG, HTX eller lignende;Ingen;600.000-699.999 kr.;Venstre;1,7073918188
3305;20150316;Kvinde;43;40-49 år;Hovedstaden;900;Mange kriminelle indvandrere.;Venstre ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(A) Socialdemokraterne;;Mellemlang videregående 3-4 år;2 børn;800.000-899.999 kr.;Socialdemokraterne;0,6456051557
3311;20150316;Mand;43;40-49 år;Midtjylland;900;Integration;Venstre ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(O) Dansk Folkeparti;;Erhvervsfaglig, EFG, HTX eller lignende;1 barn;300.000-399.999 kr.;Dansk Folkeparti;0,7892825142
3312;20150316;Kvinde;26;18-29 år;Hovedstaden;1806;at gøre danmark attraktiv for firmaer (inkl udenlandske);Socialdemokratisk ledet regering;Venstre ledet regering;Venstre ledet regering;(V) Venstre;(V) Venstre;;Mellemlang videregående 3-4 år;Ingen;100.000-199.999 kr.;Venstre;1,5215569940
3314;20150316;Mand;40;40-49 år;Midtjylland;900;Integration af indvandre.;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(V) Venstre;(V) Venstre;;Kort videregående 1-2 år;2 børn;1.000.000 kr. eller derover;Venstre;0,4600339311
3315;20150316;Mand;49;40-49 år;Nordjylland;2009;tillid til vores politikere;Ved ikke;Ved ikke;Ved ikke;Vil ikke svare;Ved ikke;Ved ikke;Kort videregående 1-2 år;1 barn;Vil ikke oplyse;;0,3327016721
3318;20150316;Mand;41;40-49 år;Midtjylland;2002;skats manglende evne til at besvare opkald.;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(A) Socialdemokraterne;;Erhvervsfaglig, EFG, HTX eller lignende;1 barn;800.000-899.999 kr.;Socialdemokraterne;0,8537017639
3325;20150316;Kvinde;44;40-49 år;Hovedstaden;.;?;Ved ikke;Ved ikke;Socialdemokratisk ledet regering;(V) Venstre;(V) Venstre;;Erhvervsfaglig, EFG, HTX eller lignende;1 barn;800.000-899.999 kr.;Venstre;1,7487569611
3329;20150316;Kvinde;37;30-39 år;Sjælland;602;folkeskolen;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(C) Konservative Folkeparti;Ved ikke;(V) Venstre;Kort videregående 1-2 år;2 børn;700.000-799.999 kr.;Venstre;0,9908076046
3332;20150316;Mand;44;40-49 år;Midtjylland;900;Indvandring.;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(V) Venstre;Ved ikke;(O) Dansk Folkeparti;Mellemlang videregående 3-4 år;3 børn;1.000.000 kr. eller derover;Dansk Folkeparti;0,4087786257
3337;20150316;Mand;46;40-49 år;Hovedstaden;900;indvanderproblematikken;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(O) Dansk Folkeparti;(O) Dansk Folkeparti;;Mellemlang videregående 3-4 år;Ingen;300.000-399.999 kr.;Dansk Folkeparti;0,4939026995
3339;20150316;Mand;31;30-39 år;Sjælland;103;arbejdsløshed;Venstre ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(Ø) Enhedslisten;(Ø) Enhedslisten;;Erhvervsfaglig, EFG, HTX eller lignende;Ingen;Under 100.000 kr.;Enhedslisten;1,5760627821
3345;20150316;Mand;44;40-49 år;Hovedstaden;900;Integrationen;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(A) Socialdemokraterne;Alternativet;;Mellemlang videregående 3-4 år;Ingen;500.000-599.999 kr.;Alternativet;0,6516646467
3348;20150316;Mand;49;40-49 år;Sjælland;300;sygehusvæsnet;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(O) Dansk Folkeparti;(O) Dansk Folkeparti;;Erhvervsfaglig, EFG, HTX eller lignende;Ingen;400.000-499.999 kr.;Dansk Folkeparti;0,9866676016
3357;20150316;Kvinde;42;40-49 år;Midtjylland;.;Det er blevet et mærkeligt samfund vi lever i;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(O) Dansk Folkeparti;(O) Dansk Folkeparti;;Erhvervsfaglig, EFG, HTX eller lignende;2 børn;Vil ikke oplyse;Dansk Folkeparti;0,9538603135
3364;20150316;Kvinde;42;40-49 år;Syddanmark;600;vores uddannelse politik/ udlændinge politik;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(V) Venstre;(O) Dansk Folkeparti;;Erhvervsfaglig, EFG, HTX eller lignende;2 børn;700.000-799.999 kr.;Dansk Folkeparti;0,8711385120
3366;20150316;Kvinde;32;30-39 år;Hovedstaden;300;problemer i sundhedssektoren;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(O) Dansk Folkeparti;Ved ikke;(F) Socialistisk Folkeparti - SF;Mellemlang videregående 3-4 år;Ingen;1.000.000 kr. eller derover;Socialistisk Folkeparti - SF;1,3804606781
3369;20150316;Kvinde;42;40-49 år;Hovedstaden;600;Skolereformen;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(A) Socialdemokraterne;;Grundskole;2 børn;500.000-599.999 kr.;Socialdemokraterne;1,5898457465
3390;20150316;Mand;41;40-49 år;Syddanmark;1227;Terror;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(O) Dansk Folkeparti;(O) Dansk Folkeparti;;Erhvervsfaglig, EFG, HTX eller lignende;2 børn;800.000-899.999 kr.;Dansk Folkeparti;0,7208336002
3400;20150316;Mand;45;40-49 år;Syddanmark;900;indvandre, arbejdsløshed;Venstre ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(V) Venstre;(O) Dansk Folkeparti;;Anden uddannelse;1 barn;600.000-699.999 kr.;Dansk Folkeparti;0,6433803992
3401;20150316;Mand;40;40-49 år;Syddanmark;1405;Sønderjylland svigtes.;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(A) Socialdemokraterne;;Erhvervsfaglig, EFG, HTX eller lignende;Ingen;200.000-299.999 kr.;Socialdemokraterne;0,7796660771
3404;20150316;Mand;37;30-39 år;Sjælland;500;manglende job sikkerhed og indvandring;Venstre ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(O) Dansk Folkeparti;;Erhvervsfaglig, EFG, HTX eller lignende;Ingen;700.000-799.999 kr.;Dansk Folkeparti;1,4066290623
3410;20150316;Mand;31;30-39 år;Midtjylland;208;For meget overvågning af Dansker fra statens side.;Socialdemokratisk ledet regering;Venstre ledet regering;Socialdemokratisk ledet regering;(V) Venstre;Ved ikke;(V) Venstre;Mellemlang videregående 3-4 år;Ingen;900.000-999.999 kr.;Venstre;0,8842785007
3423;20150317;Kvinde;36;30-39 år;Hovedstaden;103;arbejdsløshed;Ved ikke;Ved ikke;Ved ikke;Husker ikke;Ved ikke;Ved ikke;Erhvervsfaglig, EFG, HTX eller lignende;Ingen;200.000-299.999 kr.;;1,7501819857
3426;20150316;Mand;48;40-49 år;Hovedstaden;2000;En dårlig regering;Ved ikke;Ved ikke;Ved ikke;(A) Socialdemokraterne;Ved ikke;Ved ikke;Erhvervsfaglig, EFG, HTX eller lignende;1 barn;Vil ikke oplyse;;1,0158320383
